INFO 2025-03-11 00:44:34,655 basehttp "POST /marketplace/signin/ HTTP/1.1" 200 524
WARNING 2025-03-11 00:49:09,587 basehttp "GET /ws/marketplace/ HTTP/1.1" 404 179
INFO 2025-03-11 00:49:10,989 basehttp "POST /marketplace/signin/ HTTP/1.1" 200 524
WARNING 2025-03-11 00:49:13,400 log Not Found: /ws/marketplace/
WARNING 2025-03-11 00:49:13,407 basehttp "GET /ws/marketplace/ HTTP/1.1" 404 179
WARNING 2025-03-11 00:49:14,789 log Not Found: /marketplace/user/profile/
WARNING 2025-03-11 00:49:14,806 basehttp "GET /marketplace/user/profile/ HTTP/1.1" 404 179
WARNING 2025-03-11 00:49:24,785 log Not Found: /marketplace/user/profile/
WARNING 2025-03-11 00:49:24,788 basehttp "GET /marketplace/user/profile/ HTTP/1.1" 404 179
INFO 2025-03-11 00:49:24,817 basehttp "GET /marketplace/api/wishlist/ HTTP/1.1" 200 52
WARNING 2025-03-11 00:49:25,314 log Not Found: /marketplace/user/profile/
WARNING 2025-03-11 00:49:25,330 basehttp "GET /marketplace/user/profile/ HTTP/1.1" 404 179
WARNING 2025-03-11 00:49:25,367 log Not Found: /marketplace/user/profile/
WARNING 2025-03-11 00:49:25,369 basehttp "GET /marketplace/user/profile/ HTTP/1.1" 404 179
INFO 2025-03-11 00:49:25,453 basehttp "GET /marketplace/api/wishlist/ HTTP/1.1" 200 52
WARNING 2025-03-11 00:49:32,761 log Not Found: /ws/marketplace/
WARNING 2025-03-11 00:49:32,766 basehttp "GET /ws/marketplace/ HTTP/1.1" 404 179
WARNING 2025-03-11 00:49:38,364 log Not Found: /ws/marketplace/
WARNING 2025-03-11 00:49:38,365 basehttp "GET /ws/marketplace/ HTTP/1.1" 404 179
WARNING 2025-03-11 00:49:54,683 log Not Found: /ws/marketplace/
WARNING 2025-03-11 00:49:54,694 basehttp "GET /ws/marketplace/ HTTP/1.1" 404 179
WARNING 2025-03-11 00:49:54,984 log Not Found: /ws/marketplace/
WARNING 2025-03-11 00:49:54,993 basehttp "GET /ws/marketplace/ HTTP/1.1" 404 179
WARNING 2025-03-11 00:49:57,643 log Unauthorized: /marketplace/api/wishlist/
WARNING 2025-03-11 00:49:57,655 basehttp "GET /marketplace/api/wishlist/ HTTP/1.1" 401 58
WARNING 2025-03-11 00:49:58,304 log Unauthorized: /marketplace/api/wishlist/
WARNING 2025-03-11 00:49:58,316 basehttp "GET /marketplace/api/wishlist/ HTTP/1.1" 401 58
WARNING 2025-03-11 00:50:06,752 log Not Found: /ws/marketplace/
WARNING 2025-03-11 00:50:06,755 basehttp "GET /ws/marketplace/ HTTP/1.1" 404 179
WARNING 2025-03-11 00:50:19,297 log Not Found: /ws/marketplace/
WARNING 2025-03-11 00:50:19,301 basehttp "GET /ws/marketplace/ HTTP/1.1" 404 179
WARNING 2025-03-11 00:50:36,473 log Not Found: /ws/marketplace/
WARNING 2025-03-11 00:50:36,477 basehttp "GET /ws/marketplace/ HTTP/1.1" 404 179
WARNING 2025-03-11 00:51:02,146 log Not Found: /ws/marketplace/
WARNING 2025-03-11 00:51:02,150 basehttp "GET /ws/marketplace/ HTTP/1.1" 404 179
WARNING 2025-03-11 00:51:39,615 log Not Found: /ws/marketplace/
WARNING 2025-03-11 00:51:39,623 basehttp "GET /ws/marketplace/ HTTP/1.1" 404 179
WARNING 2025-03-11 00:52:35,719 log Not Found: /ws/marketplace/
WARNING 2025-03-11 00:52:35,722 basehttp "GET /ws/marketplace/ HTTP/1.1" 404 179
WARNING 2025-03-11 00:53:35,907 log Not Found: /ws/marketplace/
WARNING 2025-03-11 00:53:35,909 basehttp "GET /ws/marketplace/ HTTP/1.1" 404 179
WARNING 2025-03-11 00:54:36,891 log Not Found: /ws/marketplace/
WARNING 2025-03-11 00:54:36,894 basehttp "GET /ws/marketplace/ HTTP/1.1" 404 179
INFO 2025-03-11 00:55:27,333 autoreload Watching for file changes with StatReloader
DEBUG 2025-03-11 00:55:27,336 autoreload Waiting for apps ready_event.
DEBUG 2025-03-11 00:55:27,835 autoreload Apps ready_event triggered. Sending autoreload_started signal.
DEBUG 2025-03-11 00:55:27,866 autoreload Watching dir /home/trent/Documents/spider_env/lib/python3.12/site-packages/rest_framework/templates with glob **/*.
DEBUG 2025-03-11 00:55:27,868 autoreload Watching dir /home/trent/Documents/EasyMarket/templates with glob **/*.
DEBUG 2025-03-11 00:55:27,869 autoreload Watching dir /home/trent/Documents/EasyMarket/locale with glob **/*.mo.
DEBUG 2025-03-11 00:55:27,869 autoreload Watching dir /home/trent/Documents/EasyMarket/marketplace/locale with glob **/*.mo.
DEBUG 2025-03-11 00:55:27,869 autoreload Watching dir /home/trent/Documents/EasyMarket/products/locale with glob **/*.mo.
DEBUG 2025-03-11 00:55:27,869 autoreload Watching dir /home/trent/Documents/EasyMarket/orders/locale with glob **/*.mo.
DEBUG 2025-03-11 00:55:27,869 autoreload Watching dir /home/trent/Documents/EasyMarket/payment/locale with glob **/*.mo.
DEBUG 2025-03-11 00:55:27,869 autoreload Watching dir /home/trent/Documents/EasyMarket/adminapp/locale with glob **/*.mo.
DEBUG 2025-03-11 00:55:27,869 autoreload Watching dir /home/trent/Documents/EasyMarket/staticpages/locale with glob **/*.mo.
DEBUG 2025-03-11 00:55:27,869 autoreload Watching dir /home/trent/Documents/spider_env/lib/python3.12/site-packages/django_daraja/locale with glob **/*.mo.
DEBUG 2025-03-11 00:55:27,869 autoreload Watching dir /home/trent/Documents/spider_env/lib/python3.12/site-packages/widget_tweaks/locale with glob **/*.mo.
DEBUG 2025-03-11 00:55:27,869 autoreload Watching dir /home/trent/Documents/spider_env/lib/python3.12/site-packages/rest_framework/locale with glob **/*.mo.
DEBUG 2025-03-11 00:55:27,873 autoreload Watching dir /home/trent/Documents/spider_env/lib/python3.12/site-packages/rest_framework_simplejwt/locale with glob **/*.mo.
DEBUG 2025-03-11 00:55:27,874 autoreload Watching dir /home/trent/Documents/spider_env/lib/python3.12/site-packages/corsheaders/locale with glob **/*.mo.
DEBUG 2025-03-11 00:55:27,879 autoreload Watching dir /home/trent/Documents/spider_env/lib/python3.12/site-packages/channels/locale with glob **/*.mo.
DEBUG 2025-03-11 00:55:27,879 autoreload Watching dir /home/trent/Documents/spider_env/lib/python3.12/site-packages/crispy_forms/locale with glob **/*.mo.
DEBUG 2025-03-11 00:55:27,879 autoreload Watching dir /home/trent/Documents/spider_env/lib/python3.12/site-packages/livereload/locale with glob **/*.mo.
DEBUG 2025-03-11 00:55:27,880 autoreload Watching dir /home/trent/Documents/spider_env/lib/python3.12/site-packages/django_redis/locale with glob **/*.mo.
DEBUG 2025-03-11 00:55:28,246 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/contrib/auth/checks.py first seen with mtime 1739795577.9832687
DEBUG 2025-03-11 00:55:28,246 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/db/transaction.py first seen with mtime 1739795579.0282762
DEBUG 2025-03-11 00:55:28,248 autoreload File /usr/lib/python3.12/urllib/request.py first seen with mtime 1738680515.0
DEBUG 2025-03-11 00:55:28,249 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/chardet/gb2312freq.py first seen with mtime 1739423055.630962
DEBUG 2025-03-11 00:55:28,249 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/channels/__init__.py first seen with mtime 1739795582.2663
DEBUG 2025-03-11 00:55:28,250 autoreload File /usr/lib/python3.12/email/contentmanager.py first seen with mtime 1738680515.0
DEBUG 2025-03-11 00:55:28,250 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/urllib3/fields.py first seen with mtime 1739423049.870867
DEBUG 2025-03-11 00:55:28,251 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/rest_framework/schemas/inspectors.py first seen with mtime 1739795581.8122966
DEBUG 2025-03-11 00:55:28,251 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/utils/log.py first seen with mtime 1739795579.104277
DEBUG 2025-03-11 00:55:28,253 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/core/checks/caches.py first seen with mtime 1739795579.007276
DEBUG 2025-03-11 00:55:28,253 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/core/files/locks.py first seen with mtime 1739795579.0092762
DEBUG 2025-03-11 00:55:28,253 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/views/decorators/debug.py first seen with mtime 1739795579.1092768
DEBUG 2025-03-11 00:55:28,254 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/chardet/jpcntx.py first seen with mtime 1739423055.633962
DEBUG 2025-03-11 00:55:28,255 autoreload File /usr/lib/python3.12/zoneinfo/__init__.py first seen with mtime 1738680515.0
DEBUG 2025-03-11 00:55:28,255 autoreload File /usr/lib/python3.12/random.py first seen with mtime 1738680515.0
DEBUG 2025-03-11 00:55:28,255 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/templatetags/l10n.py first seen with mtime 1739795579.0922768
DEBUG 2025-03-11 00:55:28,256 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/pygments/formatters/_mapping.py first seen with mtime 1739367065.1287324
DEBUG 2025-03-11 00:55:28,256 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/core/files/__init__.py first seen with mtime 1739795579.0092762
DEBUG 2025-03-11 00:55:28,256 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/urllib3/contrib/__init__.py first seen with mtime 1739423049.872867
DEBUG 2025-03-11 00:55:28,256 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/redis/asyncio/sentinel.py first seen with mtime 1739370962.016174
DEBUG 2025-03-11 00:55:28,256 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/sqlparse/keywords.py first seen with mtime 1739795572.4772284
DEBUG 2025-03-11 00:55:28,256 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/views/generic/__init__.py first seen with mtime 1739795579.1092768
DEBUG 2025-03-11 00:55:28,256 autoreload File /usr/lib/python3.12/copyreg.py first seen with mtime 1738680515.0
DEBUG 2025-03-11 00:55:28,256 autoreload File /usr/lib/python3.12/opcode.py first seen with mtime 1738680515.0
DEBUG 2025-03-11 00:55:28,260 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/rest_framework/schemas/coreapi.py first seen with mtime 1739795581.8122966
DEBUG 2025-03-11 00:55:28,260 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/db/models/expressions.py first seen with mtime 1739795579.0482764
DEBUG 2025-03-11 00:55:28,260 autoreload File /usr/lib/python3.12/stringprep.py first seen with mtime 1738680515.0
DEBUG 2025-03-11 00:55:28,262 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/core/checks/async_checks.py first seen with mtime 1739795579.007276
DEBUG 2025-03-11 00:55:28,262 autoreload File /home/trent/Documents/EasyMarket/payment/mpesa.py first seen with mtime 1740454586.912683
DEBUG 2025-03-11 00:55:28,262 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/db/models/signals.py first seen with mtime 1739795579.0542765
DEBUG 2025-03-11 00:55:28,263 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/pyotp/hotp.py first seen with mtime 1739795572.6132295
DEBUG 2025-03-11 00:55:28,263 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/db/models/query_utils.py first seen with mtime 1739795579.0532765
DEBUG 2025-03-11 00:55:28,263 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/docutils/core.py first seen with mtime 1739423054.28894
DEBUG 2025-03-11 00:55:28,265 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/contrib/sessions/base_session.py first seen with mtime 1739795578.6422734
DEBUG 2025-03-11 00:55:28,265 autoreload File /usr/lib/python3.12/xml/dom/minicompat.py first seen with mtime 1738680515.0
DEBUG 2025-03-11 00:55:28,265 autoreload File /usr/lib/python3.12/heapq.py first seen with mtime 1738680515.0
DEBUG 2025-03-11 00:55:28,266 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/contrib/auth/forms.py first seen with mtime 1739795577.9842687
DEBUG 2025-03-11 00:55:28,266 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/apps/registry.py first seen with mtime 1739795577.6912665
DEBUG 2025-03-11 00:55:28,266 autoreload File /usr/lib/python3.12/locale.py first seen with mtime 1738680515.0
DEBUG 2025-03-11 00:55:28,266 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/livereload/__init__.py first seen with mtime 1739800070.9089394
DEBUG 2025-03-11 00:55:28,266 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/urllib3/util/ssl_.py first seen with mtime 1739423049.8898673
DEBUG 2025-03-11 00:55:28,266 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/views/decorators/__init__.py first seen with mtime 1739795579.1082768
DEBUG 2025-03-11 00:55:28,266 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/rest_framework_simplejwt/tokens.py first seen with mtime 1739795582.960305
DEBUG 2025-03-11 00:55:28,267 autoreload File /home/trent/Documents/EasyMarket/staticpages/urls.py first seen with mtime 1740454586.921683
DEBUG 2025-03-11 00:55:28,267 autoreload File /usr/lib/python3.12/email/charset.py first seen with mtime 1738680515.0
DEBUG 2025-03-11 00:55:28,267 autoreload File /usr/lib/python3.12/json/decoder.py first seen with mtime 1738680515.0
DEBUG 2025-03-11 00:55:28,267 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/contrib/admin/views/main.py first seen with mtime 1739795577.9332683
DEBUG 2025-03-11 00:55:28,269 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/pygments/filters/__init__.py first seen with mtime 1739367065.1287324
DEBUG 2025-03-11 00:55:28,272 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/rest_framework/utils/json.py first seen with mtime 1739795581.8432968
DEBUG 2025-03-11 00:55:28,273 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/pyotp/compat.py first seen with mtime 1739795572.6132295
DEBUG 2025-03-11 00:55:28,273 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/yaml/composer.py first seen with mtime 1739423052.2989073
DEBUG 2025-03-11 00:55:28,274 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/forms/renderers.py first seen with mtime 1739795579.0622766
DEBUG 2025-03-11 00:55:28,275 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/chardet/charsetgroupprober.py first seen with mtime 1739423055.626962
DEBUG 2025-03-11 00:55:28,276 autoreload File /home/trent/Documents/EasyMarket/students/settings.py first seen with mtime 1740454586.921683
DEBUG 2025-03-11 00:55:28,276 autoreload File /usr/lib/python3.12/re/_compiler.py first seen with mtime 1738680515.0
DEBUG 2025-03-11 00:55:28,276 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/rest_framework/renderers.py first seen with mtime 1739795581.7802963
DEBUG 2025-03-11 00:55:28,280 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/rest_framework/schemas/__init__.py first seen with mtime 1739795581.8112965
DEBUG 2025-03-11 00:55:28,283 autoreload File /usr/lib/python3.12/logging/handlers.py first seen with mtime 1738680515.0
DEBUG 2025-03-11 00:55:28,284 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/chardet/codingstatemachinedict.py first seen with mtime 1739423055.628962
DEBUG 2025-03-11 00:55:28,285 autoreload File /home/trent/Documents/EasyMarket/marketplace/models.py first seen with mtime 1740526073.3132906
DEBUG 2025-03-11 00:55:28,286 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/widget_tweaks/__init__.py first seen with mtime 1739795573.386235
DEBUG 2025-03-11 00:55:28,290 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/chardet/eucjpprober.py first seen with mtime 1739423055.628962
DEBUG 2025-03-11 00:55:28,291 autoreload File /usr/lib/python3.12/http/server.py first seen with mtime 1738680515.0
DEBUG 2025-03-11 00:55:28,292 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/rest_framework/utils/__init__.py first seen with mtime 1739795581.8422968
DEBUG 2025-03-11 00:55:28,294 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/urllib3/filepost.py first seen with mtime 1739423049.870867
DEBUG 2025-03-11 00:55:28,295 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/core/management/base.py first seen with mtime 1739795579.0152762
DEBUG 2025-03-11 00:55:28,296 autoreload File /usr/lib/python3.12/asyncio/mixins.py first seen with mtime 1738680515.0
DEBUG 2025-03-11 00:55:28,298 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/contrib/admindocs/utils.py first seen with mtime 1739795577.9342682
DEBUG 2025-03-11 00:55:28,298 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/templatetags/static.py first seen with mtime 1739795579.0922768
DEBUG 2025-03-11 00:55:28,298 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/contrib/messages/storage/base.py first seen with mtime 1739795578.3552713
DEBUG 2025-03-11 00:55:28,299 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/sqlparse/engine/grouping.py first seen with mtime 1739795572.4782283
DEBUG 2025-03-11 00:55:28,299 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/rest_framework/utils/field_mapping.py first seen with mtime 1739795581.8422968
DEBUG 2025-03-11 00:55:28,299 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/views/decorators/common.py first seen with mtime 1739795579.1092768
DEBUG 2025-03-11 00:55:28,301 autoreload File /home/trent/Documents/EasyMarket/payment/admin.py first seen with mtime 1740454586.912683
DEBUG 2025-03-11 00:55:28,304 autoreload File /home/trent/Documents/EasyMarket/students/urls.py first seen with mtime 1740454586.921683
DEBUG 2025-03-11 00:55:28,305 autoreload File /usr/lib/python3.12/collections/__init__.py first seen with mtime 1738680515.0
DEBUG 2025-03-11 00:55:28,308 autoreload File /usr/lib/python3.12/typing.py first seen with mtime 1738680515.0
DEBUG 2025-03-11 00:55:28,309 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/corsheaders/defaults.py first seen with mtime 1739795582.2362998
DEBUG 2025-03-11 00:55:28,309 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/utils/version.py first seen with mtime 1739795579.1062768
DEBUG 2025-03-11 00:55:28,309 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/cryptography/utils.py first seen with mtime 1739795581.461294
DEBUG 2025-03-11 00:55:28,309 autoreload File /home/trent/Documents/EasyMarket/products/apps.py first seen with mtime 1740454586.913683
DEBUG 2025-03-11 00:55:28,311 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/db/backends/base/creation.py first seen with mtime 1739795579.0292764
DEBUG 2025-03-11 00:55:28,312 autoreload File /usr/lib/python3.12/xml/dom/NodeFilter.py first seen with mtime 1738680515.0
DEBUG 2025-03-11 00:55:28,312 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/db/models/constants.py first seen with mtime 1739795579.0462763
DEBUG 2025-03-11 00:55:28,312 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/contrib/auth/apps.py first seen with mtime 1739795577.9832687
DEBUG 2025-03-11 00:55:28,312 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/db/backends/sqlite3/client.py first seen with mtime 1739795579.0402763
DEBUG 2025-03-11 00:55:28,312 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/contrib/admin/templatetags/admin_modify.py first seen with mtime 1739795577.9322681
DEBUG 2025-03-11 00:55:28,312 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/colorama/win32.py first seen with mtime 1739795573.4312353
DEBUG 2025-03-11 00:55:28,312 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/template/response.py first seen with mtime 1739795579.0892768
DEBUG 2025-03-11 00:55:28,312 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/jinja2/visitor.py first seen with mtime 1739423059.8777769
DEBUG 2025-03-11 00:55:28,312 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/core/checks/database.py first seen with mtime 1739795579.007276
DEBUG 2025-03-11 00:55:28,316 autoreload File /usr/lib/python3.12/sqlite3/__init__.py first seen with mtime 1738680515.0
DEBUG 2025-03-11 00:55:28,316 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/utils/decorators.py first seen with mtime 1739795579.1012769
DEBUG 2025-03-11 00:55:28,317 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/docutils/nodes.py first seen with mtime 1739423054.28994
DEBUG 2025-03-11 00:55:28,319 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/chardet/chardistribution.py first seen with mtime 1739423055.626962
DEBUG 2025-03-11 00:55:28,320 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/crispy_forms/templatetags/crispy_forms_tags.py first seen with mtime 1739795582.1982994
DEBUG 2025-03-11 00:55:28,320 autoreload File /home/trent/Documents/EasyMarket/payment/models.py first seen with mtime 1740454586.912683
DEBUG 2025-03-11 00:55:28,325 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/db/backends/base/schema.py first seen with mtime 1739795579.0302763
DEBUG 2025-03-11 00:55:28,325 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/redis/commands/cluster.py first seen with mtime 1739370962.016174
DEBUG 2025-03-11 00:55:28,325 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/dotenv/main.py first seen with mtime 1739795572.5902293
DEBUG 2025-03-11 00:55:28,325 autoreload File /usr/lib/python3.12/importlib/resources/__init__.py first seen with mtime 1738680515.0
DEBUG 2025-03-11 00:55:28,325 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/contrib/staticfiles/checks.py first seen with mtime 1739795578.997276
DEBUG 2025-03-11 00:55:28,326 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/asgiref/sync.py first seen with mtime 1739795573.7232375
DEBUG 2025-03-11 00:55:28,327 autoreload File /usr/lib/python3.12/email/base64mime.py first seen with mtime 1738680515.0
DEBUG 2025-03-11 00:55:28,331 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/pygments/regexopt.py first seen with mtime 1739367065.1277323
DEBUG 2025-03-11 00:55:28,332 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/core/handlers/asgi.py first seen with mtime 1739795579.0122762
DEBUG 2025-03-11 00:55:28,332 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/utils/formats.py first seen with mtime 1739795579.1022768
DEBUG 2025-03-11 00:55:28,332 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/template/utils.py first seen with mtime 1739795579.0902767
DEBUG 2025-03-11 00:55:28,333 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/contrib/admin/filters.py first seen with mtime 1739795577.7932673
DEBUG 2025-03-11 00:55:28,334 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/contrib/sessions/apps.py first seen with mtime 1739795578.6412735
DEBUG 2025-03-11 00:55:28,336 autoreload File /home/trent/Documents/EasyMarket/products/search.py first seen with mtime 1740454586.9146829
DEBUG 2025-03-11 00:55:28,339 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/charset_normalizer/constant.py first seen with mtime 1739423055.5579607
DEBUG 2025-03-11 00:55:28,341 autoreload File /home/trent/Documents/spider_env/lib/python3.12/site-packages/django/template/loaders/app_directories.py first seen with mtime 1739795579.0912766
